Customer Type,Age,Type of Travel,Class,Flight Distance,Seat comfort,Departure/Arrival time convenient,Food and drink,Gate location,Inflight wifi service,Inflight entertainment,Online support,Ease of Online booking,On-board service,Leg room service,Baggage handling,Checkin service,Cleanliness,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
Loyal Customer,14,Business travel,Business,4030,3,3,3,3,5,5,5,5,5,5,5,4,4,5,0,1.0,1
Loyal Customer,67,Business travel,Business,3395,1,1,1,1,4,4,4,1,1,1,1,1,1,3,0,10.0,0
Loyal Customer,26,Business travel,Business,2976,3,4,4,4,3,3,3,3,4,5,3,2,4,3,30,23.0,0
Loyal Customer,60,Personal Travel,Eco,97,4,4,4,4,2,3,5,5,5,5,5,5,5,4,66,63.0,1
Loyal Customer,19,Business travel,Eco Plus,1719,5,3,4,3,5,5,5,5,3,1,5,1,5,5,0,0.0,1
Loyal Customer,67,Personal Travel,Eco,1855,1,3,1,5,1,1,1,1,4,5,2,4,3,1,18,4.0,0
disloyal Customer,18,Business travel,Eco,2048,3,0,3,2,1,3,4,1,5,2,4,5,4,1,4,0.0,0
Loyal Customer,23,Business travel,Eco,2756,5,2,2,2,5,4,4,5,1,5,1,1,3,5,0,0.0,1
Loyal Customer,28,Business travel,Business,1513,5,5,5,5,4,4,4,4,3,3,5,4,5,4,2,0.0,1
Loyal Customer,31,Business travel,Eco,2110,3,2,2,2,3,3,3,3,2,1,1,3,2,3,0,9.0,0
Loyal Customer,40,Personal Travel,Eco,1766,2,4,2,3,4,2,4,4,4,4,5,3,4,4,0,3.0,0
Loyal Customer,53,Business travel,Eco,1396,2,1,1,1,2,2,2,2,1,2,3,3,3,2,26,11.0,0
Loyal Customer,17,Personal Travel,Eco,3333,3,5,3,1,2,3,2,2,3,4,5,3,4,2,0,0.0,0
Loyal Customer,53,Personal Travel,Eco,361,5,5,5,2,5,4,5,2,2,5,2,4,2,4,0,0.0,1
Loyal Customer,49,Personal Travel,Eco,1135,3,4,3,4,4,3,4,4,4,2,4,4,4,4,0,0.0,0
Loyal Customer,62,Business travel,Business,1570,2,2,5,2,2,4,4,2,2,2,2,1,2,4,0,0.0,0
Loyal Customer,46,Business travel,Business,1536,1,5,5,5,3,4,4,1,1,1,1,4,1,2,0,0.0,0
Loyal Customer,53,Business travel,Business,2790,2,2,2,2,3,5,5,4,4,5,4,5,4,4,31,12.0,1
Loyal Customer,48,Business travel,Business,2298,3,4,3,4,4,3,3,4,2,3,3,3,4,3,240,298.0,0
Loyal Customer,7,Personal Travel,Business,2140,2,2,2,2,5,4,4,3,3,3,3,4,3,5,11,6.0,1
Loyal Customer,46,Business travel,Business,3959,5,5,5,5,5,5,4,4,4,4,4,4,4,5,23,13.0,1
Loyal Customer,60,Business travel,Business,2931,4,3,3,3,2,3,3,4,4,4,4,2,4,3,0,7.0,0
Loyal Customer,12,Business travel,Business,2929,1,1,2,1,4,4,4,4,4,2,4,5,5,4,0,0.0,1
Loyal Customer,63,Business travel,Eco,1570,5,2,2,2,5,5,5,5,4,5,4,5,2,5,0,0.0,1
Loyal Customer,33,Personal Travel,Eco,1932,3,4,3,1,3,5,5,3,4,5,5,5,4,5,158,150.0,0
Loyal Customer,41,Personal Travel,Eco,2261,4,4,4,4,4,4,4,4,4,4,5,4,4,5,0,0.0,1
Loyal Customer,53,Business travel,Business,1568,2,2,1,2,5,4,4,5,5,5,5,4,5,3,20,24.0,1
Loyal Customer,39,Personal Travel,Eco,1494,5,5,3,5,3,4,3,3,3,3,4,3,4,3,26,16.0,1
