satisfaction,Customer Type,Age,Type of Travel,Class,Flight Distance,Seat comfort,Departure/Arrival time convenient,Food and drink,Gate location,Inflight wifi service,Inflight entertainment,Online support,Ease of Online booking,On-board service,Leg room service,Baggage handling,Checkin service,Cleanliness,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes
1,Loyal Customer,12,Personal Travel,Eco,1465,4,4,4,4,4,5,4,4,4,4,4,5,4,5,1,0.0
1,Loyal Customer,12,Personal Travel,Eco Plus,2104,3,4,3,3,5,5,5,5,5,5,4,4,4,5,0,0.0
0,Loyal Customer,57,Personal Travel,Eco,1081,3,4,3,5,4,3,4,4,5,3,5,5,5,4,0,0.0
0,Loyal Customer,22,Business travel,Business,1674,3,1,1,1,3,3,3,3,3,5,4,1,3,3,0,0.0
1,Loyal Customer,52,Business travel,Business,3083,2,2,3,2,4,4,1,3,3,5,3,4,3,2,0,0.0
0,disloyal Customer,42,Business travel,Business,1748,2,2,2,3,5,2,5,5,4,2,3,1,4,5,15,11.0
1,Loyal Customer,24,Personal Travel,Eco,1540,0,4,0,2,2,0,2,2,4,5,5,5,2,2,0,0.0
0,disloyal Customer,25,Business travel,Business,1596,3,4,3,1,4,3,5,4,3,5,5,3,5,4,0,0.0
1,Loyal Customer,42,Business travel,Eco,211,5,1,1,1,3,3,4,5,5,5,5,5,5,2,0,22.0
1,Loyal Customer,35,Personal Travel,Eco Plus,2321,5,3,5,3,3,5,1,3,2,5,2,3,3,3,0,0.0
1,Loyal Customer,57,Business travel,Eco,1027,4,4,4,4,2,2,5,4,4,4,4,4,4,5,0,0.0
0,Loyal Customer,26,Business travel,Business,3352,4,3,3,3,4,4,4,1,4,2,3,4,2,4,123,141.0
0,disloyal Customer,29,Business travel,Eco,2845,3,3,3,3,3,5,5,4,3,3,4,5,3,5,137,117.0
1,Loyal Customer,33,Personal Travel,Eco,1562,1,1,1,1,5,5,5,5,5,4,5,3,5,5,3,0.0
1,Loyal Customer,58,Personal Travel,Eco,283,5,2,2,2,3,2,4,5,5,5,5,3,5,4,0,0.0
0,Loyal Customer,12,Personal Travel,Eco,935,4,1,4,2,3,4,3,3,4,3,3,4,3,3,0,0.0
1,Loyal Customer,38,Business travel,Eco,1495,5,1,1,1,5,5,5,5,1,5,5,1,5,5,0,0.0
1,Loyal Customer,44,Personal Travel,Eco,370,3,3,3,3,4,4,5,3,3,4,3,4,3,3,0,0.0
0,Loyal Customer,58,Personal Travel,Eco,2217,2,4,2,5,1,2,1,1,4,2,4,5,4,1,0,0.0
1,disloyal Customer,22,Business travel,Business,2512,4,0,4,3,1,4,1,1,5,5,4,5,4,1,0,3.0
1,Loyal Customer,39,Business travel,Eco,1640,5,1,1,1,5,5,5,5,1,2,4,3,5,5,13,0.0
0,disloyal Customer,36,Business travel,Eco,2429,4,4,4,3,1,4,1,1,4,3,1,4,2,1,4,0.0
1,Loyal Customer,31,Personal Travel,Eco,1999,5,4,5,3,1,5,1,1,1,2,3,2,2,1,14,0.0
1,Loyal Customer,70,Personal Travel,Eco Plus,908,3,3,3,3,3,4,4,4,4,4,4,4,4,3,0,0.0
1,disloyal Customer,39,Business travel,Business,2139,4,4,4,5,2,4,3,2,3,4,5,5,5,2,0,11.0
0,disloyal Customer,25,Business travel,Business,1229,3,0,3,3,5,3,5,5,4,3,5,4,4,5,0,0.0
0,Loyal Customer,77,Business travel,Eco,2171,3,3,3,3,3,3,3,3,1,1,4,1,3,3,0,0.0
0,Loyal Customer,40,Business travel,Business,997,4,2,2,2,4,2,2,4,4,3,4,1,4,2,22,27.0
1,Loyal Customer,31,Personal Travel,Eco,2643,0,5,0,3,3,4,4,4,4,0,2,5,4,3,19,3.0
0,disloyal Customer,38,Business travel,Business,4082,2,2,2,5,3,2,2,3,5,4,5,4,5,3,0,0.0
1,Loyal Customer,35,Business travel,Business,563,2,2,2,2,3,1,3,4,4,4,4,5,4,2,0,0.0
0,disloyal Customer,16,Business travel,Eco,1744,2,3,2,3,3,2,3,3,4,2,5,5,3,3,2,5.0
0,disloyal Customer,69,Business travel,Business,1513,4,4,4,4,4,4,4,4,4,4,4,1,3,4,9,0.0
0,disloyal Customer,25,Business travel,Business,2068,2,4,2,3,3,2,3,3,3,4,4,5,5,3,0,0.0
1,Loyal Customer,40,Business travel,Business,1236,1,1,1,1,5,5,5,4,4,4,4,3,4,4,0,0.0
1,Loyal Customer,46,Business travel,Eco,1861,3,1,1,1,3,3,3,3,1,2,1,4,3,3,0,0.0
1,Loyal Customer,50,Business travel,Business,3412,4,4,4,4,3,5,4,3,3,3,3,3,3,5,26,17.0
0,Loyal Customer,53,Personal Travel,Eco,2660,1,2,2,3,4,2,4,4,4,5,4,4,3,4,22,3.0
0,Loyal Customer,33,Business travel,Business,4233,2,5,5,5,2,2,2,2,2,1,4,2,4,2,16,12.0
0,Loyal Customer,34,Personal Travel,Eco,2373,3,5,3,3,4,3,4,4,5,5,3,5,4,4,10,22.0
0,disloyal Customer,26,Business travel,Eco,1159,4,3,4,3,2,4,2,2,2,4,3,2,3,2,0,12.0
1,Loyal Customer,49,Business travel,Business,244,5,5,5,5,2,5,5,5,5,5,4,4,5,4,0,0.0
1,Loyal Customer,51,Business travel,Business,3508,5,5,5,5,3,5,4,5,5,5,5,3,5,4,0,0.0
0,Loyal Customer,47,Business travel,Business,229,2,2,2,2,1,3,4,1,1,1,2,2,1,3,9,0.0
0,Loyal Customer,8,Personal Travel,Eco,1895,2,5,2,5,2,2,2,2,5,3,4,3,5,2,0,0.0
1,Loyal Customer,35,Business travel,Business,701,1,1,3,1,5,5,4,5,5,5,5,5,5,3,1,2.0
1,Loyal Customer,26,Business travel,Business,2681,3,3,3,3,4,4,4,4,5,5,3,2,3,4,0,0.0
1,Loyal Customer,44,Personal Travel,Eco,1167,0,4,0,1,1,0,5,1,5,3,5,3,5,1,0,0.0
1,Loyal Customer,27,Business travel,Business,4154,3,3,3,3,3,3,3,3,3,5,5,5,4,3,0,44.0
0,disloyal Customer,21,Business travel,Eco,1631,1,0,1,2,2,1,2,2,2,3,4,3,2,2,1,0.0
1,Loyal Customer,53,Personal Travel,Eco,542,4,3,4,4,4,4,4,4,5,3,5,4,4,4,32,20.0
1,Loyal Customer,50,Personal Travel,Eco Plus,1762,4,5,4,3,3,4,3,3,5,4,5,4,5,3,3,4.0
0,disloyal Customer,27,Business travel,Business,1234,3,3,3,4,1,3,1,1,5,2,5,3,4,1,0,0.0
1,Loyal Customer,50,Business travel,Business,512,1,1,1,1,3,4,5,5,5,5,5,5,5,3,0,0.0
0,Loyal Customer,32,Business travel,Business,4417,2,4,4,4,2,2,2,2,2,2,4,4,4,2,0,9.0
1,Loyal Customer,23,Personal Travel,Eco,2675,0,4,0,2,2,0,2,2,4,5,5,3,5,2,6,0.0
1,Loyal Customer,47,Business travel,Business,240,5,5,3,5,3,4,5,3,3,4,3,3,3,5,36,27.0
0,Loyal Customer,43,Personal Travel,Business,1009,3,3,3,3,5,3,4,2,2,3,2,3,2,3,0,0.0
0,Loyal Customer,54,Business travel,Eco,676,1,2,2,2,1,4,4,1,1,1,1,4,1,2,0,0.0
0,Loyal Customer,54,Business travel,Business,1078,3,2,2,2,3,4,4,3,3,3,3,2,3,2,0,16.0
0,disloyal Customer,38,Business travel,Eco,1501,3,0,3,3,4,3,4,4,3,1,4,3,2,4,2,1.0
1,Loyal Customer,51,Personal Travel,Eco,2603,4,3,5,5,2,1,2,4,4,4,4,4,4,5,0,0.0
1,Loyal Customer,20,Personal Travel,Business,1601,4,4,3,3,3,3,5,3,3,3,4,4,4,3,0,8.0
1,Loyal Customer,36,Personal Travel,Eco Plus,4055,0,5,0,2,2,0,2,2,5,2,5,5,4,2,0,0.0
1,Loyal Customer,47,Business travel,Business,2497,3,3,3,3,2,4,5,5,5,5,5,4,5,4,0,0.0
0,disloyal Customer,22,Business travel,Eco,1594,3,0,3,2,4,3,4,4,3,1,3,3,1,4,1,0.0
1,Loyal Customer,31,Business travel,Business,5140,3,3,3,3,4,5,4,4,4,5,4,4,5,4,0,0.0
1,Loyal Customer,49,Personal Travel,Eco,409,1,1,1,1,2,1,4,2,2,2,2,4,2,5,14,18.0
1,Loyal Customer,57,Business travel,Eco,1043,4,4,4,4,4,4,4,4,4,2,4,4,1,4,0,0.0
1,Loyal Customer,80,Business travel,Business,2823,4,4,4,4,4,4,4,5,5,5,5,3,5,5,0,0.0
0,Loyal Customer,31,Personal Travel,Eco,1943,3,4,4,2,3,4,3,3,4,3,4,3,5,3,0,6.0
0,disloyal Customer,29,Business travel,Eco,1538,3,4,3,4,3,3,3,3,1,1,5,4,5,3,0,0.0
0,disloyal Customer,26,Business travel,Eco,2554,2,2,2,3,5,2,5,5,1,5,2,3,2,5,19,24.0
1,Loyal Customer,51,Business travel,Eco Plus,2617,5,2,2,2,5,5,5,5,5,1,3,4,2,5,5,5.0
1,Loyal Customer,57,Business travel,Business,347,3,5,3,3,5,4,5,3,3,4,3,4,3,4,24,21.0
0,Loyal Customer,25,Personal Travel,Eco,1376,4,3,4,3,5,4,1,5,4,4,2,4,3,5,0,0.0
1,Loyal Customer,48,Business travel,Business,374,3,3,3,3,2,4,5,4,4,4,4,3,4,5,0,0.0
0,disloyal Customer,23,Business travel,Eco,2063,1,0,1,5,3,1,3,3,5,4,3,1,1,3,0,0.0
1,Loyal Customer,65,Business travel,Business,731,3,3,3,3,5,5,5,4,4,4,4,4,4,3,0,0.0
1,Loyal Customer,43,Business travel,Business,1419,1,1,1,1,4,4,4,5,5,5,5,4,5,4,0,0.0
0,Loyal Customer,34,Business travel,Business,1071,1,3,3,3,4,4,4,1,1,1,1,1,1,4,0,0.0
1,Loyal Customer,41,Personal Travel,Eco,2242,5,5,5,5,4,4,4,4,4,2,5,4,5,4,8,4.0
1,Loyal Customer,65,Personal Travel,Eco,281,3,3,1,3,5,4,4,4,4,4,4,3,4,4,0,4.0
0,disloyal Customer,26,Business travel,Business,3758,4,4,4,3,4,2,2,5,3,3,4,2,5,2,8,15.0
0,Loyal Customer,18,Personal Travel,Eco Plus,1412,4,3,4,2,2,4,5,2,3,3,2,3,2,2,21,13.0
1,Loyal Customer,53,Business travel,Business,443,2,2,2,2,5,5,5,5,5,5,5,5,5,3,29,41.0
0,disloyal Customer,35,Business travel,Business,3038,3,3,3,3,4,3,4,4,3,3,4,3,5,4,13,19.0
1,Loyal Customer,46,Business travel,Business,3466,1,1,5,1,5,5,4,4,4,4,4,4,4,4,0,0.0
1,Loyal Customer,24,Business travel,Business,4854,5,5,5,5,5,5,5,5,5,4,5,4,5,5,18,21.0
1,Loyal Customer,34,Personal Travel,Eco,2122,0,4,0,3,4,0,4,4,4,3,4,5,4,4,0,1.0
0,Loyal Customer,33,Personal Travel,Eco,1623,3,5,3,3,1,3,5,1,5,5,4,4,5,1,0,0.0
1,Loyal Customer,44,Business travel,Business,238,2,2,3,2,5,4,5,4,4,4,5,5,4,1,0,0.0
1,Loyal Customer,15,Personal Travel,Eco,1544,1,1,5,1,4,4,4,4,4,4,4,4,4,5,0,0.0
0,Loyal Customer,39,Business travel,Eco,2221,2,4,4,4,2,2,2,2,3,1,4,4,3,2,58,62.0
1,Loyal Customer,55,Business travel,Business,252,1,1,1,1,4,4,5,5,5,5,5,5,5,4,0,0.0
1,disloyal Customer,22,Business travel,Business,1919,4,0,4,3,1,4,1,1,4,5,4,5,5,1,27,16.0
0,Loyal Customer,25,Personal Travel,Eco,2325,2,5,2,2,2,2,2,2,3,3,5,5,5,2,0,0.0
1,Loyal Customer,58,Business travel,Business,1749,1,1,1,1,2,4,4,5,5,5,5,4,5,3,12,2.0
1,Loyal Customer,38,Personal Travel,Eco,1195,5,4,4,4,3,3,3,5,5,5,5,5,5,5,0,0.0
1,Loyal Customer,46,Business travel,Eco,2069,4,1,1,1,4,4,4,4,4,5,2,5,2,4,0,0.0
0,Loyal Customer,33,Business travel,Business,2780,2,4,4,4,2,4,4,2,2,2,2,1,2,1,0,0.0
1,Loyal Customer,54,Business travel,Business,2385,2,2,2,2,2,4,5,5,5,5,5,4,5,5,0,0.0
1,Loyal Customer,36,Business travel,Business,4012,3,3,5,3,3,4,4,4,4,4,4,5,4,5,0,9.0
1,Loyal Customer,48,Business travel,Eco Plus,3565,5,1,1,1,5,5,5,5,4,4,4,4,1,5,3,0.0
1,Loyal Customer,43,Business travel,Business,1477,3,3,4,3,3,1,1,5,5,5,5,4,5,3,0,0.0
1,Loyal Customer,53,Business travel,Business,59,2,2,4,2,3,5,4,5,5,4,4,4,5,5,15,13.0
0,Loyal Customer,27,Personal Travel,Eco,2393,1,4,1,4,4,1,4,4,3,3,4,3,4,4,72,88.0
0,Loyal Customer,11,Personal Travel,Eco,3448,1,4,1,2,4,1,3,4,3,1,2,4,1,4,7,0.0
1,Loyal Customer,40,Business travel,Business,263,4,4,4,4,5,5,4,5,5,5,5,4,5,3,66,35.0
0,disloyal Customer,27,Business travel,Eco,2534,3,3,3,4,4,3,4,4,5,3,4,2,1,4,0,0.0
1,Loyal Customer,30,Business travel,Business,4334,1,1,1,1,5,5,5,5,5,4,5,5,5,5,8,0.0
1,Loyal Customer,58,Business travel,Business,54,5,5,4,5,4,1,4,4,4,4,5,4,4,2,39,42.0
0,Loyal Customer,42,Business travel,Eco,3633,2,4,2,4,2,2,2,2,3,3,1,2,3,2,0,0.0
0,Loyal Customer,36,Business travel,Business,2690,1,5,5,5,5,3,3,1,1,1,1,4,1,1,0,11.0
1,Loyal Customer,30,Business travel,Business,5129,3,3,3,3,4,5,4,4,4,2,2,4,4,4,1,5.0
1,Loyal Customer,55,Personal Travel,Eco,516,1,1,3,1,2,5,4,5,5,5,5,5,5,2,8,0.0
0,Loyal Customer,59,Business travel,Eco Plus,2241,3,3,3,3,3,3,3,3,2,4,2,2,2,3,0,0.0
0,Loyal Customer,48,Personal Travel,Eco Plus,2618,1,2,1,4,2,1,2,2,4,4,3,3,4,2,0,0.0
1,Loyal Customer,39,Business travel,Eco,1147,5,2,4,2,5,5,5,5,1,5,5,4,5,5,0,0.0
1,Loyal Customer,57,Business travel,Business,2664,3,3,3,3,2,5,4,5,5,5,5,3,5,3,24,19.0
0,disloyal Customer,33,Business travel,Eco,2270,3,0,3,3,2,3,5,2,4,4,1,3,4,2,0,0.0
1,Loyal Customer,45,Business travel,Business,917,4,4,4,4,5,4,5,5,5,5,5,3,5,5,15,4.0
1,Loyal Customer,50,Business travel,Business,863,2,2,2,2,3,2,3,5,5,5,5,1,5,4,0,2.0
1,Loyal Customer,45,Business travel,Business,1473,4,4,5,4,3,4,4,5,5,5,5,5,5,5,39,11.0
0,disloyal Customer,58,Business travel,Eco,1649,3,1,3,2,4,3,4,4,3,2,2,1,3,4,0,0.0
1,Loyal Customer,45,Personal Travel,Eco,110,5,5,0,5,2,2,3,1,1,0,1,2,1,4,0,4.0
1,disloyal Customer,26,Business travel,Business,1907,5,5,5,2,4,5,4,4,4,5,5,3,5,4,50,53.0
1,Loyal Customer,32,Business travel,Eco,3294,5,1,2,1,5,5,5,5,4,2,4,1,2,5,0,0.0
0,disloyal Customer,43,Business travel,Eco,1520,4,3,4,3,1,4,4,1,5,4,1,2,5,1,13,16.0
1,Loyal Customer,39,Business travel,Business,1609,5,1,5,5,2,3,5,2,2,2,2,5,2,3,7,0.0
0,Loyal Customer,9,Personal Travel,Eco,1562,3,3,3,3,2,3,2,2,2,3,2,3,3,2,0,0.0
1,Loyal Customer,9,Personal Travel,Business,1630,0,4,0,3,1,0,1,1,1,5,3,4,4,1,0,0.0
1,Loyal Customer,56,Business travel,Business,1758,2,2,2,2,1,5,1,5,5,5,5,1,5,5,0,0.0
0,Loyal Customer,12,Personal Travel,Eco,1193,3,1,3,4,5,3,1,5,4,5,3,3,4,5,0,0.0
1,Loyal Customer,47,Personal Travel,Eco,374,5,5,2,5,4,5,5,2,2,2,2,3,2,3,0,0.0
1,Loyal Customer,31,Personal Travel,Business,2206,4,5,5,5,1,2,5,4,4,4,4,3,4,4,17,17.0
0,Loyal Customer,19,Business travel,Business,4105,3,3,3,3,3,2,3,3,2,4,2,3,3,3,0,0.0
0,Loyal Customer,34,Personal Travel,Eco,2104,3,4,3,3,4,3,4,4,1,3,3,3,4,4,0,0.0
1,Loyal Customer,25,Business travel,Eco,2473,4,3,3,3,4,4,5,4,2,2,5,2,5,4,0,0.0
0,Loyal Customer,65,Personal Travel,Eco,1861,4,5,4,3,5,4,5,5,4,5,4,3,4,5,0,0.0
1,Loyal Customer,54,Business travel,Business,1716,2,2,2,2,5,5,4,5,5,5,5,3,5,5,0,0.0
0,Loyal Customer,27,Personal Travel,Eco,1648,1,1,0,1,5,0,2,5,2,1,1,1,1,5,9,17.0
1,Loyal Customer,59,Business travel,Business,2425,2,2,2,2,3,4,4,5,5,5,5,3,5,5,2,8.0
0,Loyal Customer,17,Business travel,Eco Plus,1940,2,3,3,3,2,2,1,2,4,1,3,4,3,2,0,10.0
0,Loyal Customer,58,Business travel,Business,1594,3,2,2,2,3,3,4,3,3,3,3,2,3,3,33,34.0
0,disloyal Customer,22,Business travel,Eco,1827,2,0,2,2,5,2,5,5,3,2,5,3,4,5,45,30.0
1,Loyal Customer,54,Personal Travel,Eco,1455,3,3,3,3,4,5,4,5,5,5,5,4,5,3,0,0.0
1,Loyal Customer,49,Business travel,Eco,739,4,4,4,4,4,4,2,4,4,4,4,4,4,5,0,9.0
1,Loyal Customer,69,Personal Travel,Eco,563,3,3,3,3,2,5,4,5,5,5,5,5,5,3,0,0.0
1,Loyal Customer,53,Business travel,Business,2500,5,5,5,5,3,4,5,5,5,5,5,5,5,4,3,0.0
0,Loyal Customer,20,Personal Travel,Eco,1781,3,5,0,2,4,0,4,4,4,2,4,1,4,4,40,39.0
1,Loyal Customer,19,Personal Travel,Eco,2963,0,4,0,3,3,4,4,4,4,3,3,5,4,4,103,100.0
0,Loyal Customer,50,Personal Travel,Eco Plus,2948,2,3,2,5,4,2,4,4,4,3,4,3,1,4,20,4.0
0,Loyal Customer,48,Business travel,Business,257,1,5,5,5,4,4,3,1,1,1,1,1,1,4,0,0.0
1,Loyal Customer,54,Business travel,Business,539,2,2,2,2,2,5,5,4,4,4,4,4,4,3,0,5.0
0,Loyal Customer,39,Business travel,Eco Plus,3365,3,4,4,4,3,3,3,3,3,2,4,4,4,3,40,27.0
0,disloyal Customer,20,Business travel,Eco,1609,3,0,3,3,4,3,4,4,1,1,2,3,4,4,0,4.0
0,Loyal Customer,49,Business travel,Business,2501,3,5,2,5,5,1,1,3,3,3,3,4,3,1,44,31.0
1,Loyal Customer,53,Business travel,Business,2782,3,3,3,3,3,5,4,4,4,4,4,5,4,4,38,50.0
1,Loyal Customer,52,Business travel,Business,2777,1,1,1,1,4,4,4,3,3,3,3,5,3,5,9,7.0
1,Loyal Customer,51,Business travel,Business,2401,1,1,1,1,3,4,5,4,4,4,4,3,4,5,7,2.0
0,Loyal Customer,24,Business travel,Eco,2120,2,4,1,4,2,2,2,2,3,2,4,3,3,2,2,6.0
1,Loyal Customer,38,Business travel,Business,2676,3,3,3,3,2,1,2,5,5,5,5,4,5,3,22,13.0
1,Loyal Customer,27,Business travel,Business,2860,5,5,5,5,5,5,5,5,3,3,5,3,4,5,0,0.0
1,Loyal Customer,55,Personal Travel,Eco,501,4,5,5,5,2,2,1,4,4,4,4,1,4,2,20,10.0
0,Loyal Customer,40,Business travel,Business,2849,1,5,3,5,4,4,4,3,3,3,1,3,3,3,3,8.0
0,Loyal Customer,45,Personal Travel,Eco,3367,3,4,3,3,2,3,2,2,4,2,4,3,4,2,0,0.0
0,disloyal Customer,35,Business travel,Business,2178,2,1,1,1,3,1,3,3,4,4,4,3,4,3,14,25.0
1,Loyal Customer,49,Business travel,Business,3269,3,1,3,3,3,4,5,5,5,4,5,3,5,5,0,0.0
0,Loyal Customer,46,Personal Travel,Eco Plus,2583,4,1,4,1,4,2,2,2,2,4,5,1,2,3,0,0.0
0,Loyal Customer,64,Business travel,Business,1020,5,3,3,3,4,3,3,5,5,4,5,3,5,1,2,7.0
1,Loyal Customer,32,Business travel,Business,1465,4,4,4,4,5,5,5,5,3,5,5,3,4,5,36,81.0
0,Loyal Customer,41,Business travel,Business,1417,3,5,5,5,2,4,4,3,3,3,3,3,3,1,31,60.0
1,Loyal Customer,51,Personal Travel,Eco,359,4,1,4,4,5,3,4,1,1,4,1,2,1,2,0,0.0
0,Loyal Customer,9,Personal Travel,Eco,2643,1,1,0,4,4,0,4,4,4,4,4,1,3,4,15,8.0
0,disloyal Customer,22,Business travel,Eco,2379,3,1,3,3,2,3,5,2,3,4,3,1,4,2,0,0.0
0,Loyal Customer,23,Business travel,Business,2350,2,3,3,3,2,2,2,2,4,4,4,4,3,2,19,7.0
1,Loyal Customer,63,Personal Travel,Business,283,5,5,5,5,5,3,4,5,5,5,5,5,5,5,0,0.0
1,Loyal Customer,25,Personal Travel,Eco,3428,4,4,4,4,1,4,1,1,4,4,4,5,5,1,0,0.0
0,Loyal Customer,51,Business travel,Business,3481,4,5,5,5,5,4,3,4,4,4,4,3,4,1,0,0.0
0,Loyal Customer,15,Personal Travel,Eco,2536,1,3,1,2,2,1,2,2,4,4,3,3,4,2,0,0.0
1,Loyal Customer,28,Business travel,Business,3335,3,3,3,3,4,4,4,4,4,5,5,3,5,4,0,0.0
1,Loyal Customer,22,Personal Travel,Eco,2352,0,1,0,3,3,0,3,3,2,1,2,2,3,3,0,0.0
0,disloyal Customer,24,Business travel,Eco,1735,1,0,0,3,3,1,3,3,4,5,4,1,4,3,0,0.0
0,Loyal Customer,12,Business travel,Eco Plus,2325,0,5,5,5,0,1,4,0,3,4,3,4,4,0,11,2.0
0,Loyal Customer,53,Business travel,Business,4198,3,4,4,4,3,3,3,3,5,2,2,3,4,3,930,952.0
1,Loyal Customer,46,Business travel,Business,2754,5,3,5,5,2,2,2,3,4,4,1,2,3,2,3,0.0
0,disloyal Customer,34,Business travel,Eco,1638,4,5,5,3,4,5,4,4,4,3,2,2,1,4,25,13.0
1,Loyal Customer,58,Business travel,Business,3340,3,3,3,3,2,5,5,5,5,5,5,3,5,3,63,61.0
0,Loyal Customer,37,Personal Travel,Eco,2943,1,4,1,3,4,1,4,4,1,1,4,4,3,4,0,4.0
1,Loyal Customer,39,Business travel,Business,2011,1,1,4,1,4,3,5,3,3,4,3,4,3,3,0,11.0
1,Loyal Customer,44,Business travel,Business,2199,5,5,5,5,5,5,5,5,5,5,5,3,5,4,0,0.0
1,Loyal Customer,57,Business travel,Business,1807,1,1,1,1,2,4,4,5,5,5,5,4,5,3,0,0.0
1,Loyal Customer,14,Personal Travel,Eco,1787,4,2,2,2,4,2,3,4,4,4,4,1,4,3,113,102.0
0,Loyal Customer,70,Business travel,Business,306,1,2,3,2,5,4,4,1,1,1,1,1,1,4,56,45.0
0,Loyal Customer,38,Business travel,Eco,2101,3,4,4,4,3,3,3,3,1,2,4,4,4,3,0,0.0
0,disloyal Customer,36,Business travel,Eco,2372,1,1,1,3,2,1,2,2,1,1,4,3,5,2,0,0.0
1,Loyal Customer,47,Business travel,Business,1410,1,1,1,1,3,4,5,5,5,5,5,4,5,4,0,11.0
1,Loyal Customer,45,Business travel,Business,3851,3,3,3,3,4,4,4,5,5,5,5,4,5,4,56,40.0
1,Loyal Customer,40,Business travel,Business,1400,3,3,3,3,5,5,5,4,4,4,4,5,4,3,0,29.0
0,Loyal Customer,51,Business travel,Business,1564,1,4,3,4,1,3,4,1,1,1,1,3,1,1,0,0.0
0,Loyal Customer,49,Personal Travel,Eco,1577,2,1,2,3,4,2,4,4,2,5,3,1,4,4,1,0.0
0,disloyal Customer,26,Business travel,Business,1873,1,0,0,4,1,0,1,1,4,5,4,4,4,1,45,39.0
1,Loyal Customer,47,Business travel,Business,1649,5,5,5,5,2,3,2,4,4,4,4,5,4,5,0,0.0
1,Loyal Customer,40,Business travel,Eco,1790,4,3,3,3,4,4,4,4,4,3,1,5,3,4,0,0.0
0,disloyal Customer,24,Business travel,Eco,1897,2,4,1,4,5,1,5,5,1,2,3,5,3,5,0,0.0
0,Loyal Customer,54,Business travel,Business,2562,1,2,2,2,5,4,3,3,3,3,1,1,3,1,14,6.0
0,disloyal Customer,32,Business travel,Eco,1294,4,4,5,4,3,5,3,3,3,2,4,4,4,3,0,0.0
1,Loyal Customer,44,Business travel,Business,700,2,2,5,2,5,5,4,4,4,4,4,5,4,5,0,0.0
0,Loyal Customer,68,Personal Travel,Eco,1496,2,4,4,3,2,4,2,2,3,2,4,4,4,2,49,34.0
1,Loyal Customer,45,Business travel,Business,367,2,2,2,2,2,5,4,4,4,4,4,5,4,3,66,58.0
0,disloyal Customer,26,Business travel,Eco,2105,1,1,1,4,4,1,4,4,5,5,2,1,2,4,4,1.0
1,Loyal Customer,52,Business travel,Business,1471,1,1,1,1,3,5,5,2,2,3,2,5,2,4,8,0.0
0,Loyal Customer,65,Personal Travel,Eco,1705,4,4,4,3,2,4,2,2,1,4,4,1,4,2,0,0.0
1,Loyal Customer,40,Business travel,Business,1059,5,5,5,5,5,4,5,3,3,3,3,4,3,4,3,4.0
1,Loyal Customer,51,Personal Travel,Eco,203,5,5,5,5,2,5,4,5,5,5,5,4,5,3,0,0.0
1,Loyal Customer,55,Business travel,Eco,1951,4,4,4,4,4,4,4,4,1,4,2,4,5,4,18,24.0
1,Loyal Customer,50,Business travel,Business,3199,1,1,1,1,4,4,5,5,5,5,5,5,5,4,0,0.0
0,Loyal Customer,69,Personal Travel,Eco,1479,3,1,3,2,2,3,2,2,1,1,2,3,3,2,0,0.0
0,Loyal Customer,20,Personal Travel,Eco,2283,1,3,1,2,3,1,3,3,4,5,3,4,1,3,42,33.0
1,Loyal Customer,51,Business travel,Business,2138,1,1,1,1,3,4,4,4,4,5,4,5,4,3,0,0.0
0,disloyal Customer,33,Business travel,Eco,1899,2,0,1,3,4,1,4,4,2,1,4,4,3,4,0,0.0
0,Loyal Customer,70,Personal Travel,Eco,418,3,5,4,5,4,3,2,5,5,4,1,5,5,1,9,2.0
1,Loyal Customer,52,Business travel,Business,2082,3,3,3,3,5,3,5,4,4,4,4,3,4,3,0,0.0
1,Loyal Customer,7,Personal Travel,Eco,2122,1,1,1,1,4,4,5,4,4,4,5,5,4,4,1,0.0
1,Loyal Customer,71,Business travel,Business,3599,1,1,1,1,4,2,5,5,5,5,5,5,5,5,0,0.0
0,Loyal Customer,56,Business travel,Business,2232,1,2,2,2,2,1,2,1,1,1,1,4,1,3,0,0.0
0,disloyal Customer,50,Business travel,Eco,1497,1,5,1,5,5,1,5,5,4,4,2,5,1,5,4,3.0
1,Loyal Customer,66,Personal Travel,Eco,349,3,3,3,3,5,4,4,2,2,2,2,3,2,5,18,19.0
1,Loyal Customer,40,Business travel,Eco Plus,1577,4,1,1,1,4,4,4,4,4,4,3,5,5,4,56,39.0
1,Loyal Customer,61,Business travel,Eco,1495,5,4,4,4,5,5,5,5,2,5,2,2,5,5,29,29.0
0,disloyal Customer,22,Business travel,Eco,2528,3,3,3,4,3,1,1,4,2,4,3,1,3,1,114,86.0
0,Loyal Customer,54,Personal Travel,Eco,2686,4,1,4,4,2,4,2,2,1,2,4,1,4,2,20,7.0
1,Loyal Customer,49,Business travel,Business,3764,5,5,5,5,3,5,4,4,4,4,4,3,4,4,0,0.0
1,Loyal Customer,34,Business travel,Business,2565,5,5,5,5,5,5,4,5,5,5,4,4,5,3,0,0.0
1,Loyal Customer,38,Personal Travel,Eco,2388,2,2,2,2,4,4,4,4,4,4,4,4,4,3,0,0.0
0,Loyal Customer,40,Business travel,Eco,2132,4,2,2,2,4,4,4,4,1,3,4,3,3,4,5,30.0
