satisfaction,Customer Type,Age,Type of Travel,Class,Flight Distance,Seat comfort,Departure/Arrival time convenient,Food and drink,Gate location,Inflight wifi service,Inflight entertainment,Online support,Ease of Online booking,On-board service,Leg room service,Baggage handling,Checkin service,Cleanliness,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes
0,Loyal Customer,33,Personal Travel,Eco,2310,3,2,3,2,3,3,3,3,2,5,3,1,2,3,0,0.0
0,Loyal Customer,22,Personal Travel,Business,1582,2,4,2,1,3,2,5,3,5,3,4,3,5,3,0,0.0
1,Loyal Customer,46,Personal Travel,Eco,266,5,2,2,2,5,5,5,5,5,1,1,2,2,5,8,6.0
0,Loyal Customer,19,Personal Travel,Eco,1495,1,5,1,1,2,1,2,2,4,2,5,3,4,2,0,4.0
1,Loyal Customer,33,Business travel,Business,3702,5,5,5,5,5,5,4,4,4,4,4,3,4,3,0,0.0
1,Loyal Customer,53,Business travel,Eco Plus,1186,4,3,3,3,4,4,4,4,2,2,3,1,1,4,7,10.0
1,Loyal Customer,42,Business travel,Business,2691,5,5,5,5,2,5,4,4,4,4,4,4,4,5,0,0.0
1,Loyal Customer,61,Personal Travel,Eco,1471,2,2,2,2,4,4,4,5,3,4,4,4,4,4,0,3.0
1,Loyal Customer,40,Business travel,Business,2446,5,5,5,5,4,4,4,5,5,5,5,5,5,5,0,0.0
0,Loyal Customer,68,Personal Travel,Eco,1587,2,5,2,2,4,2,4,4,4,5,5,5,5,4,0,0.0
0,Loyal Customer,37,Personal Travel,Eco,1801,4,3,4,3,2,4,2,2,2,3,3,1,3,2,0,0.0
1,Loyal Customer,45,Business travel,Eco,2445,4,1,1,1,4,4,4,4,3,1,4,3,2,4,0,7.0
1,Loyal Customer,18,Business travel,Business,4614,5,5,5,5,5,5,5,5,4,3,1,4,5,5,0,0.0
0,Loyal Customer,49,Personal Travel,Eco,2060,2,4,2,3,4,2,4,4,3,4,4,4,4,4,119,111.0
1,Loyal Customer,56,Business travel,Eco,1099,3,1,1,1,3,3,3,3,4,4,4,5,5,3,0,0.0
1,Loyal Customer,45,Business travel,Business,2188,3,3,3,3,5,5,4,2,2,3,2,3,2,3,0,0.0
1,Loyal Customer,72,Business travel,Business,592,4,1,4,4,3,2,1,2,2,2,2,4,2,5,41,49.0
1,Loyal Customer,30,Business travel,Business,2682,4,4,4,4,4,4,4,4,5,5,5,3,5,4,17,2.0
1,Loyal Customer,36,Business travel,Business,279,0,0,0,3,3,5,4,4,4,4,4,5,4,3,4,15.0
1,Loyal Customer,41,Business travel,Business,2693,5,5,5,5,2,4,5,5,5,5,5,4,5,4,0,0.0
1,disloyal Customer,26,Business travel,Business,1297,4,0,4,4,5,4,5,5,3,3,5,3,5,5,72,70.0
0,disloyal Customer,36,Business travel,Business,862,2,2,2,5,5,2,5,5,3,4,5,3,5,5,35,28.0
0,Loyal Customer,31,Personal Travel,Eco Plus,1871,1,5,1,3,4,1,4,4,5,3,5,3,4,4,0,0.0
1,Loyal Customer,43,Business travel,Business,3955,1,1,1,1,2,4,4,5,5,5,5,3,5,3,44,41.0
0,Loyal Customer,35,Personal Travel,Eco,1431,3,4,3,1,2,3,2,2,4,3,4,4,5,2,0,24.0
1,Loyal Customer,18,Business travel,Business,2678,4,4,4,4,5,5,5,5,4,5,5,3,5,5,0,0.0
0,Loyal Customer,48,Business travel,Eco,2331,2,2,2,2,2,2,2,2,1,3,3,4,4,2,90,93.0
0,Loyal Customer,27,Business travel,Business,3052,3,3,3,3,2,2,3,2,4,4,3,4,4,2,0,19.0
